Mã đơn hàng,Ngày đặt hàng,SKU sản phẩm,SKU phân loại hàng,Tên sản phẩm,Tên phân loại hàng,Giá gốc,Giá ưu đãi,Số lượng,Tổng giá bán (sản phẩm),Trạng Thái Đơn Hàng,Số lượng sản phẩm được hoàn trả
250301EWXB6KRE,2025-03-01 14:26,,,Mèo chiêu tài - Mèo năng lượng - Mèo ngoắc tay xe hơi,Mèo chiêu tài trắng,85000.00,85000.00,1,85000.00,Hoàn thành,0
250306UE0VHM2M,2025-03-06 13:46,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại - Quà Tặng Lưu Niệm Việt Nam,Saigon 07,35000.00,35000.00,1,35000.00,Hoàn thành,0
250306UE0VHM2M,2025-03-06 13:46,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại - Quà Tặng Lưu Niệm Việt Nam,Saigon 08,35000.00,35000.00,1,35000.00,Hoàn thành,0
250306VBJV2PQY,2025-03-06 22:35,,,Magnet Cô Gái Áo Dài Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Cô Gái Cầm Hoa,32000.00,32000.00,1,32000.00,Đã hủy,0
250318VG9A69PB,2025-03-18 13:46,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Áo Dài-Đỏ,40000.00,40000.00,1,40000.00,Hoàn thành,0
250318VG9A69PB,2025-03-18 13:46,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Cảnh xoay-Hà Nội 01,35000.00,35000.00,1,35000.00,Hoàn thành,0
250318VG9A69PB,2025-03-18 13:46,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Áo Dài-Trắng,40000.00,40000.00,1,40000.00,Hoàn thành,0
250318VG9A69PB,2025-03-18 13:46,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Áo Dài-Xanh Ngọc,40000.00,40000.00,1,40000.00,Hoàn thành,0
250318VG9A69PB,2025-03-18 13:46,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Áo Dài-Vàng,40000.00,40000.00,1,40000.00,Hoàn thành,0
250318VG9A69PB,2025-03-18 13:46,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Áo Dài-Xanh,40000.00,40000.00,1,40000.00,Hoàn thành,0
250318VG9A69PB,2025-03-18 13:46,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa Gỗ Handmade - Quà Tặng Lưu Niệm Việt Nam,Cô Gái VN 03,22000.00,22000.00,1,22000.00,Hoàn thành,0
250318VG9A69PB,2025-03-18 13:46,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa Gỗ Handmade - Quà Tặng Lưu Niệm Việt Nam,Cô Gái VN 05,22000.00,22000.00,1,22000.00,Hoàn thành,0
250318VG9A69PB,2025-03-18 13:46,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa Gỗ Handmade - Quà Tặng Lưu Niệm Việt Nam,Dâu Rể 04,22000.00,22000.00,1,22000.00,Hoàn thành,0
250318VG9A69PB,2025-03-18 13:46,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa Gỗ Handmade - Quà Tặng Lưu Niệm Việt Nam,Dâu Rể 03,22000.00,22000.00,1,22000.00,Hoàn thành,0
250318VG9A69PB,2025-03-18 13:46,,,"Móc Khoá Nón Lá, Lưu Niệm Việt Nam - Kích Thước 5cm",Móc Khóa Nón Lá,12000.00,12000.00,1,12000.00,Hoàn thành,0
2503217HRRYK0T,2025-03-21 19:33,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại - Quà Tặng Lưu Niệm Việt Nam,Saigon 13,35000.00,30000.00,1,30000.00,Hoàn thành,0
2503217HRRYK0T,2025-03-21 19:33,,,"Móc Khoá Nón Lá, Lưu Niệm Việt Nam - Kích Thước 5cm",Móc Khóa Nón Lá,12000.00,11000.00,5,55000.00,Hoàn thành,0
2503217HRRYK0T,2025-03-21 19:33,,,"Set Nam Châm Tủ Lạnh, Magnet 3D, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Set 3 Sài Gòn,75000.00,55000.00,1,55000.00,Hoàn thành,0
2503217HRRYK0T,2025-03-21 19:33,,,"Set Nam Châm Tủ Lạnh, Magnet 3D, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Set 6 Món Ăn,85000.00,60000.00,1,60000.00,Hoàn thành,0
2503217HRRYK0T,2025-03-21 19:33,,,"Set Nam Châm Tủ Lạnh, Magnet 3D, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Set 6 Vietnam 01,85000.00,60000.00,1,60000.00,Hoàn thành,0
2503217HRRYK0T,2025-03-21 19:33,,,Magnet set 3 hít gỗ Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh gỗ 3D  - Quà Tặng Lưu Niệm Việt Nam,Set 3 hàng rong 01,80000.00,60000.00,1,60000.00,Hoàn thành,0
2503229KT3W95B,2025-03-22 15:15,,,Magnet Món Ăn Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Phở,35000.00,32000.00,1,32000.00,Hoàn thành,0
2503229KT3W95B,2025-03-22 15:15,,,Magnet Món Ăn Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Gỏi Cuốn,35000.00,32000.00,1,32000.00,Hoàn thành,0
2503229KT3W95B,2025-03-22 15:15,,,Magnet Món Ăn Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Bánh Tét,35000.00,32000.00,1,32000.00,Hoàn thành,0
2503229KT3W95B,2025-03-22 15:15,,,Magnet Món Ăn Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Bánh Xèo,35000.00,32000.00,1,32000.00,Hoàn thành,0
