Mã đơn hàng,Ngày đặt hàng,SKU sản phẩm,SKU phân loại hàng,Tên sản phẩm,Tên phân loại hàng,Giá gốc,Giá ưu đãi,Số lượng,Tổng giá bán (sản phẩm),Trạng Thái Đơn Hàng,Số lượng sản phẩm được hoàn trả
25070110HUQC8V,2025-07-01 09:09,,,Magnet Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Đà Nẵng - 44,35000.00,35000.00,2,70000.00,Hoàn thành,0
25070110HUQC8V,2025-07-01 09:09,,,Magnet Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Phố Cổ Hà Nội,35000.00,35000.00,1,35000.00,Hoàn thành,0
25070110HUQC8V,2025-07-01 09:09,,,Magnet Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,SGN 7 Cảnh,35000.00,35000.00,1,35000.00,Hoàn thành,0
25070110HUQC8V,2025-07-01 09:09,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh quạt gỗ 3D hình quạt  - Quà Tặng Lưu Niệm Việt Nam,Hội An,55000.00,52000.00,2,104000.00,Hoàn thành,0
25070110HUQC8V,2025-07-01 09:09,,,"Nam Châm Tủ Lạnh, Magnet Handmade, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Nhà Thờ Đức Bà,30000.00,0.00,1,0.00,Hoàn thành,0
25070118TVQRP1,2025-07-01 11:37,,,Magnet Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Hội An - 35,35000.00,35000.00,4,140000.00,Đã hủy,0
25070118TVQRP1,2025-07-01 11:37,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh quạt gỗ 3D hình quạt  - Quà Tặng Lưu Niệm Việt Nam,SGN Xe Bánh Mì,55000.00,52000.00,1,52000.00,Đã hủy,0
25070118TVQRP1,2025-07-01 11:37,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh quạt gỗ 3D hình quạt  - Quà Tặng Lưu Niệm Việt Nam,Đà Nẵng,55000.00,52000.00,2,104000.00,Đã hủy,0
25070118TVQRP1,2025-07-01 11:37,,,"Nam Châm Tủ Lạnh, Magnet Handmade, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Nhà Thờ Đức Bà,30000.00,0.00,1,0.00,Đã hủy,0
25070118YBTRKN,2025-07-01 11:40,,,Magnet Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Hội An - 35,35000.00,35000.00,4,140000.00,Hoàn thành,0
