Mã đơn hàng,Ngày đặt hàng,SKU sản phẩm,SKU phân loại hàng,Tên sản phẩm,Tên phân loại hàng,Giá gốc,Giá ưu đãi,Số lượng,Tổng giá bán (sản phẩm),Trạng Thái Đơn Hàng,Số lượng sản phẩm được hoàn trả
24110276MX3QGD,2024-11-02 18:54,,,"Móc Khoá Nón Lá, Nam Châm Nón Lá, Lưu Niệm Việt Nam - Kích Thước 4cm",Móc Khóa Nón Lá,11500.00,9000.00,1,9000.00,Hoàn thành,0
24110392W4RFHP,2024-11-03 12:52,,,Magnet Cô Gái Áo Dài Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Cô Gái Cầm Hoa,32000.00,30000.00,1,30000.00,Hoàn thành,0
24110392W4RFHP,2024-11-03 12:52,,,Magnet Cô Gái Áo Dài Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Cô Gái Bến Thành,32000.00,30000.00,1,30000.00,Hoàn thành,0
24110392W4RFHP,2024-11-03 12:52,,,"Nam Châm Tủ Lạnh, Magnet Handmade, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Dâu Rể 04,35000.00,30000.00,1,30000.00,Hoàn thành,0
24110392W4RFHP,2024-11-03 12:52,,,"Nam Châm Tủ Lạnh, Magnet Handmade, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Xe Đạp 03,35000.00,30000.00,1,30000.00,Hoàn thành,0
24110392W4RFHP,2024-11-03 12:52,,,"Nam Châm Tủ Lạnh, Magnet Handmade, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Cà Phê,35000.00,30000.00,1,30000.00,Hoàn thành,0
2411039CW1JDYH,2024-11-03 15:51,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Vietnam 02,55000.00,44000.00,1,44000.00,Hoàn thành,0
2411039FEY78PN,2024-11-03 16:37,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Vietnam 01,55000.00,44000.00,5,220000.00,Hoàn thành,0
241104BK5EHAV8,2024-11-04 12:49,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Bánh Xèo,35000.00,30000.00,1,30000.00,Hoàn thành,0
241105DQVBHEE9,2024-11-05 09:18,,,"Set Nam Châm Tủ Lạnh, Magnet 3D, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Set 3 Sài Gòn,75000.00,65000.00,1,65000.00,Hoàn thành,0
241105DQVBHEE9,2024-11-05 09:18,,,"Set Nam Châm Tủ Lạnh, Magnet 3D, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Set 4 Cô Gái,75000.00,65000.00,1,65000.00,Hoàn thành,0
241105DQVBHEE9,2024-11-05 09:18,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh gỗ 3D  - Quà Tặng Lưu Niệm Việt Nam,Sài Gòn 01,55000.00,42000.00,1,42000.00,Hoàn thành,0
241105DQVBHEE9,2024-11-05 09:18,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh gỗ 3D  - Quà Tặng Lưu Niệm Việt Nam,Hà Nội 02,55000.00,42000.00,1,42000.00,Hoàn thành,0
