Mã đơn hàng,Ngày đặt hàng,SKU sản phẩm,SKU phân loại hàng,Tên sản phẩm,Tên phân loại hàng,Giá gốc,Giá ưu đãi,Số lượng,Tổng giá bán (sản phẩm),Trạng Thái Đơn Hàng,Số lượng sản phẩm được hoàn trả
241001D1JMV6P3,2024-10-01 09:19,,,"Móc Khoá Nón Lá, Nam Châm Nón Lá, Lưu Niệm Việt Nam - Kích Thước 4cm",Móc Khóa Nón Lá,11500.00,9000.00,10,90000.00,Đã hủy,0
241004P028FWWW,2024-10-04 22:46,,,"Set Nam Châm Tủ Lạnh, Magnet 3D, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Set 6 Món Ăn,85000.00,68000.00,2,136000.00,Hoàn thành,0
241005QUT4JYB1,2024-10-05 16:35,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa Gỗ Handmade - Quà Tặng Lưu Niệm Việt Nam,Bánh Mì,22000.00,19000.00,5,95000.00,Hoàn thành,0
241005QUT4JYB1,2024-10-05 16:35,,,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa Gỗ Handmade - Quà Tặng Lưu Niệm Việt Nam,Cà Phê,22000.00,19000.00,5,95000.00,Hoàn thành,0
241005R38TH5WB,2024-10-05 18:49,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Lá cờ,55000.00,42000.00,2,84000.00,Hoàn thành,0
241005R38TH5WB,2024-10-05 18:49,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Sài Gòn 01,55000.00,42000.00,1,42000.00,Hoàn thành,0
241007VBFAKS0Y,2024-10-07 11:26,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Sài Gòn 01,55000.00,42000.00,2,84000.00,Hoàn thành,0
241007VBFAKS0Y,2024-10-07 11:26,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Sài Gòn 02,55000.00,42000.00,1,42000.00,Hoàn thành,0
2410082U131DJC,2024-10-08 21:42,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Lá cờ,55000.00,42000.00,1,42000.00,Hoàn thành,0
2410082U131DJC,2024-10-08 21:42,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Vietnam 01,55000.00,42000.00,1,42000.00,Hoàn thành,0
2410082U131DJC,2024-10-08 21:42,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Sài Gòn 02,55000.00,42000.00,1,42000.00,Hoàn thành,0
2410082U131DJC,2024-10-08 21:42,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Sài Gòn 03,55000.00,42000.00,1,42000.00,Hoàn thành,0
24101194QCA1KA,2024-10-11 09:51,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Hạ Long,55000.00,43000.00,2,86000.00,Hoàn thành,0
24101194QCA1KA,2024-10-11 09:51,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Đà Nẵng,55000.00,43000.00,2,86000.00,Hoàn thành,0
24101194QCA1KA,2024-10-11 09:51,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại 3D - Quà Tặng Lưu Niệm Việt Nam,Sài Gòn 01,55000.00,43000.00,2,86000.00,Hoàn thành,0
241012CBQ9XTTD,2024-10-12 16:35,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Phở,35000.00,30000.00,1,30000.00,Hoàn thành,0
241012CBQ9XTTD,2024-10-12 16:35,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Cà Phê 01,35000.00,30000.00,3,90000.00,Hoàn thành,0
241012CBQ9XTTD,2024-10-12 16:35,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Gỏi Cuốn,35000.00,30000.00,1,30000.00,Hoàn thành,0
241012CBQ9XTTD,2024-10-12 16:35,,,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Bánh Mì,35000.00,30000.00,1,30000.00,Hoàn thành,0
